Filename,Predictions
69/004__5 Forint_hungary.jpg,"5 Forint,Hungarian Forint,hungary"
69/007__5 Forint_hungary.jpg,"5 Forint,Hungarian Forint,hungary"
69/016__5 Forint_hungary.jpg,"5 Forint,Hungarian Forint,hungary"
69/036__5 Forint_hungary.jpg,"5 Forint,Hungarian Forint,hungary"
7/025__1 Dollar_australia.jpg,"1 Dollar,Australian dollar,australia"
7/026__1 Dollar_australia.jpg,"1 Dollar,Australian dollar,australia"
7/028__1 Dollar_australia.jpg,"1 Dollar,Australian dollar,australia"
7/035__1 Dollar_australia.jpg,"1 Dollar,Australian dollar,australia"
70/017__10 Forint_hungary.jpg,"10 Forint,Hungarian Forint,hungary"
70/019__10 Forint_hungary.jpg,"10 Forint,Hungarian Forint,hungary"
70/022__10 Forint_hungary.jpg,"10 Forint,Hungarian Forint,hungary"
70/034__10 Forint_hungary.jpg,"10 Forint,Hungarian Forint,hungary"
71/009__20 Forint_hungary.jpg,"1 Dollar,Canadian Dollar,canada"
71/013__20 Forint_hungary.jpg,"20 Forint,Hungarian Forint,hungary"
71/023__20 Forint_hungary.jpg,"50 Forint,Hungarian Forint,hungary"
71/035__20 Forint_hungary.jpg,"20 Forint,Hungarian Forint,hungary"
72/004__50 Forint_hungary.jpg,"50 Forint,Hungarian Forint,hungary"
72/015__50 Forint_hungary.jpg,"50 Forint,Hungarian Forint,hungary"
72/017__50 Forint_hungary.jpg,"5 Francs,Swiss Franc,switzerland"
72/036__50 Forint_hungary.jpg,"50 Forint,Hungarian Forint,hungary"
73/007__100 Forint_hungary.jpg,"100 Forint,Hungarian Forint,hungary"
73/014__100 Forint_hungary.jpg,"100 Forint,Hungarian Forint,hungary"
73/022__100 Forint_hungary.jpg,"50 Forint,Hungarian Forint,hungary"
73/025__100 Forint_hungary.jpg,"100 Forint,Hungarian Forint,hungary"
74/014__200 Forint_hungary.jpg,"200 Forint,Hungarian Forint,hungary"
74/015__200 Forint_hungary.jpg,"200 Forint,Hungarian Forint,hungary"
74/033__200 Forint_hungary.jpg,"200 Forint,Hungarian Forint,hungary"
74/036__200 Forint_hungary.jpg,"200 Forint,Hungarian Forint,hungary"
75/006__25 Paise_india.jpg,"25 Paise,Indian Rupee,india"
75/008__25 Paise_india.jpg,"25 Paise,Indian Rupee,india"
75/020__25 Paise_india.jpg,"50 Paise,Indian Rupee,india"
75/032__25 Paise_india.jpg,"25 Paise,Indian Rupee,india"
76/001__50 Paise_india.jpg,"50 Paise,Indian Rupee,india"
76/014__50 Paise_india.jpg,"50 Paise,Indian Rupee,india"
76/021__50 Paise_india.jpg,"50 Paise,Indian Rupee,india"
76/025__50 Paise_india.jpg,"50 Paise,Indian Rupee,india"
77/005__1 Rupee_india.jpg,"1 Rupee,Indian Rupee,india"
77/016__1 Rupee_india.jpg,"1 Rupee,Indian Rupee,india"
77/028__1 Rupee_india.jpg,"1 Rupee,Indian Rupee,india"
77/032__1 Rupee_india.jpg,"1 Rupee,Indian Rupee,india"
78/001__2 Rupees_india.jpg,"2 Rupees,Indian Rupee,india"
78/019__2 Rupees_india.jpg,"2 Rupees,Indian Rupee,india"
78/020__2 Rupees_india.jpg,"2 Rupees,Indian Rupee,india"
78/025__2 Rupees_india.jpg,"20 Kroner,Norwegian Krone,norway"
79/006__5 Rupees_india.jpg,"5 Rupees,Indian Rupee,india"
79/013__5 Rupees_india.jpg,"5 Rupees,Indian Rupee,india"
79/019__5 Rupees_india.jpg,"5 Rupees,Indian Rupee,india"
79/027__5 Rupees_india.jpg,"5 Rupees,Indian Rupee,india"
8/012__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia"
8/015__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia"
8/032__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia"
8/036__2 Dollars_australia.jpg,"2 Dollars,Australian dollar,australia"
80/001__10 Rupees_india.jpg,"10 Rupees,Indian Rupee,india"
80/002__10 Rupees_india.jpg,"10 Rupees,Indian Rupee,india"
80/017__10 Rupees_india.jpg,"10 Rupees,Indian Rupee,india"
80/031__10 Rupees_india.jpg,"10 Rupees,Indian Rupee,india"
81/021__50 Rupiah_indonesia.jpg,"50 Rupiah,Indonesian Rupiah,indonesia"
81/029__50 Rupiah_indonesia.jpg,"50 Rupiah,Indonesian Rupiah,indonesia"
81/030__50 Rupiah_indonesia.jpg,"50 Rupiah,Indonesian Rupiah,indonesia"
81/035__50 Rupiah_indonesia.jpg,"50 Rupiah,Indonesian Rupiah,indonesia"
82/018__100 Rupiah_indonesia.jpg,"20 Korun,Czech Koruna,czech_republic"
82/028__100 Rupiah_indonesia.jpg,"100 Rupiah,Indonesian Rupiah,indonesia"
82/031__100 Rupiah_indonesia.jpg,"100 Rupiah,Indonesian Rupiah,indonesia"
82/034__100 Rupiah_indonesia.jpg,"100 Rupiah,Indonesian Rupiah,indonesia"
83/021__200 Rupiah_indonesia.jpg,"200 Rupiah,Indonesian Rupiah,indonesia"
83/027__200 Rupiah_indonesia.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
83/030__200 Rupiah_indonesia.jpg,"200 Rupiah,Indonesian Rupiah,indonesia"
83/033__200 Rupiah_indonesia.jpg,"200 Rupiah,Indonesian Rupiah,indonesia"
84/007__500 Rupiah_indonesia.jpg,"500 Rupiah,Indonesian Rupiah,indonesia"
84/014__500 Rupiah_indonesia.jpg,"500 Rupiah,Indonesian Rupiah,indonesia"
84/026__500 Rupiah_indonesia.jpg,"500 Rupiah,Indonesian Rupiah,indonesia"
84/030__500 Rupiah_indonesia.jpg,"500 Rupiah,Indonesian Rupiah,indonesia"
85/003__1000 Rupiah_indonesia.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
85/021__1000 Rupiah_indonesia.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
85/023__1000 Rupiah_indonesia.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
85/026__1000 Rupiah_indonesia.jpg,"1000 Rupiah,Indonesian Rupiah,indonesia"
86/009__5 Agorot_israel.jpg,"5 Agorot,Israeli New Shekel,israel"
86/021__5 Agorot_israel.jpg,"5 Agorot,Israeli New Shekel,israel"
86/026__5 Agorot_israel.jpg,"10 Agorot,Israeli New Shekel,israel"
86/033__5 Agorot_israel.jpg,"5 Agorot,Israeli New Shekel,israel"
87/007__10 Agorot_israel.jpg,"10 Agorot,Israeli New Shekel,israel"
87/013__10 Agorot_israel.jpg,"10 Agorot,Israeli New Shekel,israel"
87/021__10 Agorot_israel.jpg,"10 Agorot,Israeli New Shekel,israel"
87/034__10 Agorot_israel.jpg,"10 Agorot,Israeli New Shekel,israel"
88/015__1 2 New Sheqel_israel.jpg,"1 2 New Sheqel,Israeli New Shekel,israel"
88/017__1 2 New Sheqel_israel.jpg,"1 2 New Sheqel,Israeli New Shekel,israel"
88/028__1 2 New Sheqel_israel.jpg,"1 2 New Sheqel,Israeli New Shekel,israel"
88/033__1 2 New Sheqel_israel.jpg,"1 2 New Sheqel,Israeli New Shekel,israel"
89/001__1 New Sheqel_israel.jpg,"5 Korun,Czech Koruna,czech_republic"
89/003__1 New Sheqel_israel.jpg,"1 New Sheqel,Israeli New Shekel,israel"
89/007__1 New Sheqel_israel.jpg,"1 2 New Sheqel,Israeli New Shekel,israel"
89/017__1 New Sheqel_israel.jpg,"1 New Sheqel,Israeli New Shekel,israel"
9/004__1 Centavo_brazil.jpg,"1 Centavo,Brazilian Real,brazil"
9/012__1 Centavo_brazil.jpg,"20 Cents,South African Rand,south_africa"
9/016__1 Centavo_brazil.jpg,"1 Centavo,Brazilian Real,brazil"
9/022__1 Centavo_brazil.jpg,"5 Satang,Thai Baht,thailand"
90/008__2 New Sheqalim_israel.jpg,"2 New Sheqalim,Israeli New Shekel,israel"
90/014__2 New Sheqalim_israel.jpg,"2 New Sheqalim,Israeli New Shekel,israel"
90/017__2 New Sheqalim_israel.jpg,"2 New Sheqalim,Israeli New Shekel,israel"
90/026__2 New Sheqalim_israel.jpg,"2 New Sheqalim,Israeli New Shekel,israel"
91/012__5 New Sheqalim_israel.jpg,"5 New Sheqalim,Israeli New Shekel,israel"
91/020__5 New Sheqalim_israel.jpg,"5 New Sheqalim,Israeli New Shekel,israel"
91/025__5 New Sheqalim_israel.jpg,"5 New Sheqalim,Israeli New Shekel,israel"
91/026__5 New Sheqalim_israel.jpg,"5 New Sheqalim,Israeli New Shekel,israel"
92/007__10 New Sheqalim_israel.jpg,"10 New Sheqalim,Israeli New Shekel,israel"
92/025__10 New Sheqalim_israel.jpg,"10 New Sheqalim,Israeli New Shekel,israel"
92/030__10 New Sheqalim_israel.jpg,"10 New Sheqalim,Israeli New Shekel,israel"
92/032__10 New Sheqalim_israel.jpg,"10 New Sheqalim,Israeli New Shekel,israel"
93/004__1 Yen_japan.jpg,"1 Yen,Japanese Yen,japan"
93/005__1 Yen_japan.jpg,"1 Yen,Japanese Yen,japan"
93/009__1 Yen_japan.jpg,"1 Yen,Japanese Yen,japan"
93/020__1 Yen_japan.jpg,"1 Yen,Japanese Yen,japan"
94/007__5 Yen_japan.jpg,"5 Yen,Japanese Yen,japan"
94/022__5 Yen_japan.jpg,"5 Yen,Japanese Yen,japan"
94/025__5 Yen_japan.jpg,"5 Yen,Japanese Yen,japan"
94/032__5 Yen_japan.jpg,"5 Yen,Japanese Yen,japan"
95/009__10 Yen_japan.jpg,"10 Yen,Japanese Yen,japan"
95/011__10 Yen_japan.jpg,"10 Yen,Japanese Yen,japan"
95/031__10 Yen_japan.jpg,"10 Yen,Japanese Yen,japan"
95/032__10 Yen_japan.jpg,"10 Yen,Japanese Yen,japan"
96/004__50 Yen_japan.jpg,"50 Yen,Japanese Yen,japan"
96/028__50 Yen_japan.jpg,"50 Yen,Japanese Yen,japan"
96/029__50 Yen_japan.jpg,"50 Yen,Japanese Yen,japan"
96/033__50 Yen_japan.jpg,"50 Yen,Japanese Yen,japan"
97/001__100 Yen_japan.jpg,"100 Yen,Japanese Yen,japan"
97/006__100 Yen_japan.jpg,"100 Yen,Japanese Yen,japan"
97/012__100 Yen_japan.jpg,"100 Yen,Japanese Yen,japan"
97/018__100 Yen_japan.jpg,"50 Cents,New Zealand dollar,new_zealand"
98/001__500 Yen_japan.jpg,"500 Yen,Japanese Yen,japan"
98/009__500 Yen_japan.jpg,"500 Yen,Japanese Yen,japan"
98/028__500 Yen_japan.jpg,"500 Yen,Japanese Yen,japan"
98/029__500 Yen_japan.jpg,"100 Yen,Japanese Yen,japan"
99/003__1 Won_south_korea.jpg,"1 Won,Korean Won,south_korea"
99/018__1 Won_south_korea.jpg,"1 Won,Korean Won,south_korea"
99/031__1 Won_south_korea.jpg,"1 Won,Korean Won,south_korea"
99/036__1 Won_south_korea.jpg,"1 Won,Korean Won,south_korea"
